bgc id,compound name,smiles,database ids
BGC0000354,friulimicin A,C[C@@H]1[C@@H](C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N3CCC[C@H]3C(=O)N1)C(C)C)[C@@H](C)N)CC(=O)O)CC(=O)O)[C@H](C)C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)C/C=C\CCCCCCC(C)C,pubchem:102237795
BGC0000354,friulimicin B,CC1C(C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)N1)C(C)C)C(C)N)CC(=O)O)CC(=O)O)C(C)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C/C=C/CCCCCCCC(C)C,npatlas:19183
BGC0000354,friulimicin C,CCC(C)CCCCC/C=C/CC(=O)NC(CC(=O)N)C(=O)NC1C(NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C3CCCCN3C1=O)C(C)C(=O)O)CC(=O)O)CC(=O)O)C(C)N)C(C)C)C,npatlas:9685
BGC0000354,friulimicin D,CCC(C)CCCCCCC/C=C\CC(=O)N[C@@H](CC(=O)N)C(=O)N[C@H]1[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]3CCCCN3C1=O)[C@H](C)C(=O)O)CC(=O)O)CC(=O)O)[C@@H](C)N)C(C)C)C,pubchem:102237800
BGC0000355,Fumiquinazoline A,[H][C@]12N[C@@H](C)C(=O)N1C1=CC=CC=C1[C@@]2(O)C[C@@]1([H])N2C(=O)C3=C(C=CC=C3)N=C2[C@H](C)NC1=O,npatlas:5162;pubchem:11247802
BGC0000355,Fumiquinazoline C,[H][C@]12N[C@@H](C)C(=O)N1C1=CC=CC=C1[C@@]21C[C@@]2([H])N3C(=O)C4=C(C=CC=C4)N=C3[C@](C)(NC2=O)O1,npatlas:6491;pubchem:10003515
BGC0000355,fumiquinazoline D,C[C@H]1C(=O)N2[C@@H]3N1[C@]4(C5=NC6=CC=CC=C6C(=O)N5[C@H](C[C@@]3(C7=CC=CC=C72)O)C(=O)N4)C,pubchem:9980845
BGC0000356,verruculogen,C/C(C)=C/[C@@H]1N2C3=C(C4=C2[C@@H](N5C([C@]6([H])CCCN6C([C@]5(O)[C@H]4O)=O)=O)CC(C)(C)OO1)C=CC(OC)=C3,pubchem:104862
BGC0000356,fumitremorgin B,CC(=CCN1C2=C(C=CC(=C2)OC)C3=C1[C@@H](N4C(=O)[C@@H]5CCCN5C(=O)[C@@]4([C@H]3O)O)C=C(C)C)C,pubchem:105113
BGC0000356,fumitremorgin c,CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=C(N2)C=C(C=C5)OC)C,pubchem:403923
BGC0000356,Tryprostatin A,[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=C(CC=C(C)C)NC3=C1C=CC(OC)=C3)NC2=O,npatlas:6056
BGC0000356,Tryprostatin B,[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=C(CC=C(C)C)NC3=C1C=CC=C3)NC2=O,npatlas:10659;pubchem:9863281
BGC0000356,Demethoxyfumitremorgin C,[H][C@@]12CCCN1C(=O)[C@]1([H])CC3=C(NC4=CC=CC=C34)[C@H](C=C(C)C)N1C2=O,npatlas:14999;pubchem:10337896
BGC0000356,brevianamide F,C1C[C@H]2C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43,pubchem:181567
BGC0000357,cyclo-(D-Phe-L-Phe-D-Val-L-Val),,
BGC0000357,cyclo-(D-Tyr-L-Phe-D-Val-L-Val),,
BGC0000357,cyclo-(D-Tyr-L-Trp-D-Val-L-Val),,
BGC0000357,cyclo-(D-Phe-L-Trp-D-Val-L-Val),,
BGC0000357,cyclo-(D-Phe-L-Phe-D-Val-L-Ile),,
BGC0000357,cyclo-(D-Phe-L-Phe-D-Ile-L-Val),,
BGC0000357,cyclo-(D-Tyr-L-Trp-D-Val-L-Ile),,
BGC0000357,cyclo-(D-Tyr-L-Trp-D-Ile-L-Val),,
BGC0000357,cyclo-(D-Tyr-L-Phe-D-Val-L-Ile),,
BGC0000357,cyclo-(D-Tyr-L-Phe-D-Ile-L-Val),,
BGC0000358,fusaricidin A,CC(C)[C@H]1NC(=O)[C@@H](NC(=O)CC(O)CCCCCCCCCCCCNC(N)=N)[C@@H](C)OC(=O)[C@@H](C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](NC1=O)C(C)C)[C@@H](C)O,npatlas:5020
BGC0000358,fusaricidin B,CC(C)[C@H]1NC(=O)[C@@H](NC(=O)CC(O)CCCCCCCCCCCCNC(N)=N)C(C)OC(=O)[C@@H](C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](NC1=O)C(C)C)[C@H](C)O,npatlas:553
BGC0000358,LI-F05a,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N1)C(C)C)NC(=O)CC(CCCCCCCCCCCCN=C(N)N)O)C)C)CC(=O)N)C(C)O,npatlas:17619
BGC0000358,LI-F05b,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N1)C(C)C)NC(=O)CC(CCCCCCCCCCCCN=C(N)N)O)C)C)CCC(=O)N)[C@@H](C)O,npatlas:19196
BGC0000358,LI-F08a,CC[C@H]([C@H]1NC([C@H]([C@H](OC([C@H](NC([C@H](NC([C@@H]([C@H](O)C)NC([C@H]([C@@H](C)CC)NC1=O)=O)=O)CC(N)=O)=O)C)=O)C)NC(CC(CCCCCCCCCCCCNC(N)=N)O)=O)=O)C,
BGC0000358,LI-F08b,CC[C@H]([C@H]1NC([C@H]([C@H](OC([C@H](NC([C@H](NC([C@@H]([C@H](O)C)NC([C@H]([C@@H](C)CC)NC1=O)=O)=O)CCC(N)=O)=O)C)=O)C)NC(CC(CCCCCCCCCCCCNC(N)=N)O)=O)=O)C,
BGC0000359,fuscachelin A,C1C[C@@H](C(=O)OC[C@@H](C(=O)N(C1)O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C3=C(C(=CC=C3)O)O,pubchem:60166555
BGC0000359,fuscachelin B,C1=CC(=C(C(=C1)O)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(C(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)O)C(=O)O,pubchem:60166556
BGC0000359,fuscachelin C,C1=CC(=C(C(=C1)O)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(C(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)O)C(=O)N,pubchem:102390328
BGC0000360,GE81112,NC(=O)OCC(O)CC(NC(=O)C1NCCCC1O)C(=O)NC(CC1=CN=C(N)N1)C(=O)NC(C(O)C1=NC=C(Cl)N1)C(O)=O,npatlas:3664
BGC0000361,Gliotoxin,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@@H]4N2C(=O)[C@@]1(CO)SS3,npatlas:17485;pubchem:6223
BGC0000361,Bisdethiobis(methylthio)gliotoxin,CN1C(=O)[C@@]2(CC3=CC=C[C@@H]([C@H]3N2C(=O)[C@@]1(CO)SC)O)SC,pubchem:194564;pubchem:135171858
BGC0000362,glycopeptidolipid,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H]([C@@H](C)OC2[C@@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O[C@H]4[C@@H]([C@H]([C@H]5[C@H](O4)CO[C@](O5)(C)C(=O)O)OC)O)O)C(=O)N[C@H](C)C(=O)N[C@@H](C)COC6[C@@H]([C@@H]([C@H]([C@@H](O6)C)OC)OC)O)O.O,pubchem:46224591
BGC0000363,glycopeptidolipid,,
BGC0000364,glycopeptidolipid,,
BGC0000365,glycopeptidolipid,,
BGC0000366,gobichelin A,C1C[C@@H](C(=O)N(C1)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3COC(=N3)C4=CC=CC=C4O,npatlas:14123
BGC0000366,gobichelin B,NCCCC[C@@H](NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1COC(=N1)C1=CC=CC=C1O)C(=O)N[C@@H](CO)C(=O)N[C@H]1CCCN(O)C1=O,
BGC0000367,gramicidin,C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O,pubchem:16130140
BGC0000368,Streptobactin,C[C@H]1OC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)C2=CC=CC(O)=C2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)C2=CC=CC(O)=C2O)[C@@H](C)OC(=O)[C@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)C1=CC=CC(O)=C1O,npatlas:3060
BGC0000369,Hassallidin C,,
BGC0000370,HC toxin,C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCCC(=O)[C@@H]2CO2)NC(=O)[C@@H](C)NC1=O,npatlas:17921
BGC0000371,heterobactin A,NC(NCCC[C@@H](NC(=O)C1=C(O)C(O)=CC=C1)C(=O)NCC(=O)N[C@H]1CCCN(O)C1=O)=NC(=O)C1=CC=CC(O)=C1O,npatlas:3464;chemspider:30900652
BGC0000371,heterobactin S2,CS(=O)(=O)C1=C(O)C(O)=C(C=C1)C(=O)N[C@H](CCCNC(N)=NC(=O)C1=CC=CC(O)=C1O)C(=O)NCC(=O)N[C@H]1CCCN(O)C1=O,npatlas:18083
BGC0000372,hexadehydroastechrome,C=C(/C=C/C1=CC=CC2=C1NC=C2CC(N3O[Fe](ON4C(CC5=CNC6=C5C=CC=C6/C=C/C(C)=C)=C(N=C(C4=O)C)OC)ON7C(CC8=CNC9=C8C=CC=C9/C=C/C(C)=C)=C(N=C(C7=O)C)OC)=C(N=C(C3=O)C)OC)C,
BGC0000372,Terezine-D,C[C@@H]1NC(=O)C(CC2=CNC3=C2C=CC=C3CC=C(C)C)NC1=O,npatlas:5625
BGC0000372,astechrome,C/C(C)=C\CC1=CC=CC2=C1NC=C2CC(N3O[Fe](ON4C(CC5=CNC6=C5C=CC=C6C/C=C(C)\C)=C(N=C(C4=O)C)OC)ON7C(CC8=CNC9=C8C=CC=C9C/C=C(C)\C)=C(N=C(C7=O)C)OC)=C(N=C(C3=O)C)OC,
BGC0000373,Holomycin,CC(=O)NC1=C2SSC=C2NC1=O,npatlas:13565;pubchem:10262683
BGC0000374,hormaomycin,CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O,
BGC0000374,hormaomycin A1,CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=CN6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O,
BGC0000374,hormaomycin A2,CC(C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O,
BGC0000374,hormaomycin A3,,
BGC0000374,hormaomycin A4,CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](CC(C)C)NC(C5=CC=C(Cl)N5O)=O)=O)=O)=O)C[C@H]6[C@H]([N+]([O-])=O)C6)=O)=O,
BGC0000374,hormaomycin A5,CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](CC(C)C)NC(C5=CC=C(Cl)N5O)=O)=O)=O)=O)CC(C)C)=O)=O,
BGC0000374,hormaomycin A6,CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6OCC(OCC)=O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O,
BGC0000375,indigoidine,C\1=C(C(=O)NC(=O)/C1=C/2\C=C(C(=O)NC2=O)N)N,pubchem:5492261
BGC0000376,JBIR-34,C[C@@H](NC(=O)[C@@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=C(C)C(O)=C12)C(=O)N[C@@H](CO)C(O)=O,npatlas:1973
BGC0000376,JBIR-35,C[C@@H](NC(=O)[C@@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=CC(O)=C12)C(=O)N[C@@H](CO)C(O)=O,npatlas:18112
BGC0000377,Koranimine,[H][C@]1(N=C[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O)C(C)C)C(C)C)[C@@H](C)O,npatlas:689
BGC0000378,Kutzneride 2,[H][C@@]12NC3=C(C=CC(Cl)=C3Cl)[C@]1(O)C[C@@H]1N2C(=O)[C@H](NC(=O)[C@H](COC)NC(=O)[C@@H]2C[C@@H](Cl)CNN2C(=O)[C@@H](OC(=O)[C@H](NC1=O)C1(C)CC1)C(C)(C)C)[C@@H](O)CC(O)=O,npatlas:15447
BGC0000379,Glycinocin A,CCC(C)[C@@H]1NC(=O)[C@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)C2CCCCN2C(=O)[C@H](CNC(=O)[C@@H]2CCCN2C1=O)NC(=O)[C@H](CC(O)=O)NC(=O)\C=C\CCCCCCCCCC(C)C)C(C)O,npatlas:1403
BGC0000380,Leupyrrin,C1(OC/C(=C(/C)\CCC[*])/C/1=C/C1C2COC(=O)C(CC(C)C)CC(=O)OC3C(C)(CO)C(=O)OC3C(C)=CCC3NC(=CC=3)C(O2)=N1)CC(C)C,
BGC0000381,lichenysin,,
BGC0000382,Lipstatin,CCCCCC[C@H]1[C@H](C[C@H](C\C=C/C\C=C/CCCCC)OC(=O)[C@H](CC(C)C)NC=O)OC1=O,npatlas:16962;pubchem:6438672
BGC0000383,Luminmycin A,CCCCCCC\C=C\C=C\C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1CCCCNC(=O)\C=C\[C@H](C)NC1=O,npatlas:1451
BGC0000384,Lyngbyatoxin,CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)[C@](C)(CCC=C(C)C)C=C)CO,pubchem:91706;chebi:80050;chemspider:10472344
BGC0000385,Lysobactin,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](N)CC(C)C)[C@H](OC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC1=O)[C@H](C)O)[C@H](O)C(N)=O)C1=CC=CC=C1)[C@H](O)C(C)C,npatlas:17094;pubchem:197270
BGC0000386,Malleobactin A,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN(=O)=O)NC=O)[C@@H](O)C(O)=O,npatlas:10125
BGC0000386,Malleobactin B,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCNO)NC=O)[C@@H](O)C(O)=O,npatlas:4563
BGC0000386,Malleobactin C,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN=O)NC=O)[C@@H](O)C(O)=O,npatlas:8351
BGC0000386,Malleobactin D,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN=N(=O)CCC[C@H](NC=O)C(=O)N[C@H]([C@@H](O)C(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN(O)C=O)C(=O)NCCCCN)NC=O)[C@@H](O)C(O)=O,npatlas:6044
BGC0000387,mangotoxin,,
BGC0000388,mannopeptimycin,C[C@H]([C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CO)[C@H]([C@@H]2CNC(=[N+]2[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)O)O)O)O)N)O)[C@H]([C@@H]4C[NH+]=C(N4)N)O)CC5=CC=C(C=C5)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)OC(=O)CC(C)C)O)O)O)C8=CC=CC=C8,pubchem:90658418
BGC0000389,Massetolide A,CCCCCCC[C@H](CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O,npatlas:1118;chembl:500573
BGC0000391,methylpendolmycin,CC[C@H](C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)C(C)(C)C=C)CO,
BGC0000391,pendolmycin,CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)C(C)(C)C=C)CO,
BGC0000392,mirubactin,,
BGC0000393,Myxoprincomide-c506,CNC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(O)(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)C(=O)NC(CO)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CCCN)CC(=O)NC(C)C(=O)O,
BGC0000394,Naphthyridinomycin,COC1=C(C)C(=O)C2=C(C(CO)N3C(O)C4CC5C6OCCN6C2C3C5N4C)C1=O,npatlas:5217;pubchem:3085238
BGC0000395,Nocardicin A,NC(CCOC1=CC=C(C=C1)C(=NO)C(=O)NC1CN(C(C(O)=O)C2=CC=C(O)C=C2)C1=O)C(O)=O,npatlas:7538;pubchem:6419429
BGC0000396,Nodularin,CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(=C\C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O,npatlas:5387;pubchem:14217092
BGC0000397,Nostocyclopeptide A2,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CC2=CC=C(O)C=C2)\N=C\[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@H](CO)NC1=O,npatlas:4801
BGC0000398,Orfamide B,CCCCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC1C(C)OC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC1=O)C(C)C)C(C)C,npatlas:2140
BGC0000399,Orfamide A,CCCCCCCCCCCC(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]1[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC1=O)C(C)CC)C(C)C,npatlas:1606
BGC0000399,Orfamide C,CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC1C(C)OC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC1=O)C(C)CC)C(C)C,npatlas:5175
BGC0000400,paenibacterin,CCCCCCCCCCCCCCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCN)CO)C(C)C)CCCCN)CO)[C@@H](C)CC)C(C)C)CCCCN)[C@@H](C)CC)C,pubchem:78319277
BGC0000401,paenibactin,,
BGC0000402,paenilarvins,,
BGC0000403,pelgipeptin,,
BGC0000404,penicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],pubchem:23668834
BGC0000405,delta-(L-alpha-aminoadipyl)-L-cysteine-D-valine,CC(C)[C@@H](NC(=O)[C@H](CS)NC(=O)CCC[C@H]([NH3+])C([O-])=O)C([O-])=O,chebi:58572
BGC0000405,isopenicillin N,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CCC[C@H](N)C(O)=O)C(O)=O,chebi:18165
BGC0000405,Benzylpenicillin,[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)Cc1ccccc1)C([O-])=O,chebi:51765
BGC0000405,Phenoxymethylpenicillin,,chembl:615
BGC0000406,Phosphinothricintripeptide,CP(=O)(CCC(C(=O)[O-])[NH3+])[O-],pubchem:25244585
BGC0000407,plipastatin,CCCCCCCCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1CC2=CC=C(C=C2)OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3CCCN3C(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)O)CCC(=O)O)C)CCC(=O)N)CC4=CC=C(C=C4)O)C(C)CC)O,pubchem:5491283
BGC0000408,polymyxin,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.OS(=O)(=O)O,pubchem:5702105
BGC0000409,Porothramycin A,COC1=CC=CC2=C1NC(O)C1CC(C=CC(=O)N(C)C)=CN1C2=O,npatlas:7051
BGC0000410,pseudomonine,CC1C(C(=O)N(O1)CCC2=CN=CN2)NC(=O)C3=CC=CC=C3O,
BGC0000411,putisolvin,,
BGC0000412,Pyochelin,[H][C@@]1(CSC(=N1)C1=CC=CC=C1O)[C@@]1([H])SC[C@H](N1C)C(O)=O,npatlas:13123;pubchem:5462518
BGC0000413,Pyoverdin,NC(=O)CCC(NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(N1)C(CO)NC(=O)[C@@H]1CCNC2=C(NC(=O)CCC(O)=O)C=C3C=C(O)C(O)=CC3=[N+]12)C(=O)NC(CCC(N)=O)C(=O)NC(CCCN(O)C=O)C(=O)NCC(O)=O,npatlas:14047
BGC0000414,quinocarcin,CN1[C@H]2C[C@H]([C@@H]1[C@@H]3CC4=C([C@H]5N3[C@@H]2OC5)C(=CC=C4)OC)C(=O)O,pubchem:158486
BGC0000415,quinomycin,CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C,pubchem:3197
BGC0000416,Rhabdopeptide 1,CC(C)C[C@H](NC)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)NCCc1ccccc1,
BGC0000416,Rhabdopeptide 2,CN[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1,
BGC0000416,Rhabdopeptide 3,CN[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1,
BGC0000416,Rhabdopeptide 4,CN[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1,
BGC0000417,Rhodochelin,CC(OC(=O)[C@@H](N)CCCN(O)C=O)[C@H](NC(=O)C1=C(O)C(O)=CC=C1)C(=O)N[C@@H](CCCN(O)C=O)C(O)=O,npatlas:8134
